index_in_source,combined_position
1138,432
1139,633
1140,811
1141,6859
1142,6813
1143,9007
1144,8220
1145,4286
1146,2502
1147,1487
1148,4191
1149,4750
1150,252
1151,9000
1152,3475
1153,783
1154,4070
1155,1907
1156,1748
1157,923
1158,6182
1159,8524
1160,1859
1161,4205
1162,3510
1163,6328
1164,6709
1165,1908
1166,6153
1167,619
1168,602
1169,514
1170,4400
1171,676
1172,3763
1173,3549
1174,2182
1175,5299
1176,1914
1177,6369
1178,206
1179,2430
1180,3765
1181,3391
1182,6080
1183,7644
1184,2869
1185,922
1186,4057
1187,2932
1188,3874
1189,406
1190,5684
1191,1328
1192,1701
1193,4431
1194,5709
1195,3382
1196,6231
1197,7094
1198,1296
1199,5543
1200,8124
1201,8026
1202,765
1203,3855
1204,8680
1205,5437
1206,2160
1207,306
1208,2722
1209,8596
1210,8254
1211,8219
1212,2071
1213,660
1214,1843
1215,3264
1216,1687
1217,3324
1218,1617
1219,4704
1220,9494
1221,2785
1222,8448
1223,569
1224,6303
1225,9777
1226,517
1227,4051
1228,4590
1229,6100
1230,4072
1231,1702
1232,515
1233,1225
1234,3049
1235,8467
1236,5038
1237,383
1238,508
1239,790
1240,2283
1241,5320
1242,3935
1243,3903
1244,3795
1245,6541
1246,1350
1247,6729
1248,5547
1249,4132
1250,329
1251,6751
1252,1115
1253,6771
1254,418
1255,3618
1256,3375
1257,2007
1258,8962
1259,4456
1260,3748
1261,1591
1262,8099
1263,2152
1264,7185
1265,161
1266,2
1267,3440
1268,6940
1269,3776
1270,1244
1271,625
1272,3520
1273,114
1274,9826
1275,682
1276,4935
1277,1639
1278,2640
1279,422
1280,2852
1281,7347
1282,353
1283,7600
1284,2700
1285,4414
1286,6853
1287,4737
1288,5991
1289,4585
1290,3354
1291,2796
1292,5456
1293,908
1294,497
1295,4147
1296,947
1297,6050
1298,2324
1299,4271
1300,4189
1301,4656
1302,1074
1303,4200
1304,7226
1305,7368
1306,1318
1307,8529
1308,7219
1309,829
1310,1633
1311,224
1312,322
1313,9186
1314,3090
1315,1068
1316,2450
1317,6193
1318,1785
1319,8533
1320,2539
1321,6000
1322,6944
1323,1702
1324,1601
1325,1387
1326,3220
1327,2762
1328,6829
1329,5404
1330,784
1331,1238
1332,6303
1333,647
1334,5127
1335,1638
1336,3216
1337,3136
1338,3766
1339,4159
1340,3051
1341,2547
1342,5166
1343,2196
1344,2591
1345,4565
1346,4211
1347,420
1348,5643
1349,7525
1350,967
1351,2973
1352,2103
1353,2195
1354,598
1355,2390
1356,658
1357,2904
1358,4438
1359,1642
1360,1348
1361,8780
1362,1192
1363,6965
1364,1347
1365,3514
1366,2207
1367,2187
1368,341
1369,743
1370,8645
1371,3305
1372,8071
1373,3043
1374,8133
1375,1467
1376,303
1377,4694
1378,3891
1379,3954
1380,2879
1381,7717
1382,156
1383,3355
1384,5451
1385,6174
1386,1357
1387,8596
1388,2848
1389,5814
1390,1544
1391,1360
1392,318
1393,8249
1394,7074
1395,7072
1396,2930
1397,2241
1398,9188
1399,7792
1400,1587
1401,489
1402,3849
1403,4320
1404,2074
1405,1927
1406,283
1407,4618
1408,3607
1409,1863
1410,4316
1411,1979
1412,4668
1413,1246
1414,7204
1415,1951
1416,7224
1417,1795
1418,8176
1419,2536
1420,292
1421,4436
1422,494
1423,3695
1424,1492
1425,6392
1426,4911
1427,354
1428,2053
1429,3845
1430,4365
1431,3958
1432,4168
1433,5661
1434,9654
1435,5202
1436,3480
1437,1066
1438,1422
1439,383
1440,5327
1441,6266
1442,4217
1443,9849
1444,8775
1445,526
1446,159
1447,3029
1448,2296
1449,3538
1450,456
1451,7656
1452,2440
1453,3066
1454,3840
1455,2106
1456,7426
1457,4865
1458,1577
1459,677
1460,387
1461,7899
1462,583
1463,5593
1464,2895
1465,8456
1466,665
1467,6379
1468,3164
1469,5580
1470,4235
1471,32
1472,5470
1473,8103
1474,2051
1475,3354
1476,2082
1477,2378
1478,1950
1479,9372
1480,2693
1481,1828
1482,3242
1483,8389
1484,7129
1485,6258
1486,89
1487,1676
1488,2082
1489,3278
1490,1060
1491,2858
1492,194
1493,6097
1494,2250
1495,6676
1496,1054
1497,2771
1498,1174
1499,8474
1500,6785
1501,7445
1502,8236
1503,2706
1504,1398
1505,4093
1506,33
1507,45
1508,1971
1509,1662
1510,7890
1511,621
1512,2200
1513,4413
1514,5455
1515,1349
1516,7316
1517,1045
1518,4033
1519,1643
1520,478
1521,7805
1522,1090
1523,6897
1524,4422
1525,1342
1526,335
1527,5922
1528,619
1529,2581
1530,2809
1531,3487
1532,8627
1533,3519
1534,8125
1535,1201
1536,2615
1537,924
1538,8196
1539,6286
1540,498
1541,3475
1542,112
1543,830
1544,6797
1545,1596
1546,7952
1547,5892
1548,4604
1549,3167
1550,9148
1551,1456
1552,95
1553,3209
1554,1243
1555,3938
1556,9922
1557,9677
1558,1708
1559,856
1560,6149
1561,2236
1562,9230
1563,5209
1564,1788
1565,5652
1566,7851
1567,6224
1568,3575
1569,914
1570,3481
1571,449
1572,1468
1573,1968
1574,9016
1575,1856
1576,2469
1577,598
1578,4337
1579,290
1580,3852
1581,5362
1582,6636
1583,581
1584,5429
1585,2232
1586,866
1587,5192
1588,1898
1589,1152
1590,964
1591,4690
1592,9674
1593,5327
1594,871
1595,1496
1596,4373
1597,47
1598,3294
1599,650
1600,7703
1601,3415
1602,4647
1603,251
1604,2225
1605,1569
1606,5783
1607,1625
1608,7505
1609,5719
1610,4686
1611,688
1612,7384
1613,3855
1614,858
1615,858
1616,3122
1617,5848
1618,1883
1619,3970
1620,4786
1621,210
1622,127
1623,5168
1624,4737
1625,5602
1626,3509
1627,7289
1628,5469
1629,248
1630,5502
1631,2678
1632,7762
1633,1617
1634,8249
1635,2666
1636,7667
1637,5785
1638,4501
1639,2648
1640,2931
1641,6015
1642,1346
1643,247
1644,3416
1645,3264
1646,809
1647,1609
1648,8745
1649,3860
1650,2106
1651,4348
1652,1278
1653,2580
1654,8559
1655,3474
1656,3781
1657,961
1658,8440
1659,6438
1660,2991
1661,895
1662,511
1663,152
1664,8258
1665,4434
1666,410
1667,4715
1668,2992
1669,382
1670,264
1671,1341
1672,1870
1673,5821
1674,3836
1675,3960
1676,2365
1677,3063
1678,1297
1679,4959
1680,6470
1681,2201
1682,8832
1683,7713
1684,1265
1685,8563
1686,3669
1687,119
1688,600
1689,6413
1690,5192
1691,9130
1692,940
1693,65
1694,412
1695,7233
1696,1675
1697,7996
1698,3291
1699,6427
1700,4033
1701,5288
1702,2665
1703,6285
1704,2141
1705,6299
1706,2702
1707,1983
1708,3918
1709,1084
1710,9016
1711,3807
1712,3149
1713,2679
1714,6171
1715,3187
1716,5787
1717,3290
1718,4371
1719,4578
1720,6644
1721,6391
1722,8278
1723,2484
1724,782
1725,5947
1726,4077
1727,88
1728,327
1729,846
1730,464
1731,7335
1732,652
1733,4675
1734,1198
1735,7281
1736,7128
1737,8877
1738,5671
1739,35
1740,3066
1741,627
1742,2791
1743,2105
1744,8825
1745,7305
1746,3251
1747,1737
1748,2697
1749,1058
1750,1939
1751,6609
1752,4315
1753,5587
1754,9216
1755,1454
1756,323
1757,2435
1758,7495
1759,377
1760,8054
1761,551
1762,6300
1763,330
1764,2153
1765,2888
1766,3298
1767,1930
1768,3881
1769,2295
1770,1827
1771,1211
1772,6539
1773,2817
1774,1333
1775,6752
1776,1866
1777,513
1778,6372
1779,902
1780,1793
1781,1533
1782,2840
1783,9430
1784,5056
1785,3624
1786,9847
1787,5138
1788,3864
1789,861
1790,1048
1791,7454
1792,513
1793,1948
1794,1082
1795,7300
1796,2756
1797,4660
1798,2550
1799,5515
1800,5431
1801,3558
1802,895
1803,1909
1804,5622
1805,6543
1806,880
1807,390
1808,4345
1809,1374
1810,2766
1811,6424
1812,5044
1813,1014
1814,1273
1815,3614
1816,5638
1817,1599
1818,4651
1819,1534
1820,6190
1821,1530
1822,733
1823,1391
1824,4163
1825,1715
1826,74
1827,6296
1828,6821
1829,2159
1830,368
1831,705
1832,6610
1833,1171
1834,4301
1835,7747
1836,2944
1837,1559
1838,693
1839,269
1840,1908
1841,3701
1842,2416
1843,6699
1844,587
1845,2328
1846,153
1847,4203
1848,1973
1849,373
1850,6506
1851,149
1852,5944
1853,6240
1854,1417
1855,6034
1856,1934
1857,1666
1858,5086
1859,1159
1860,2603
1861,8150
1862,7748
1863,3668
1864,6243
1865,8540
1866,7213
1867,3339
1868,2818
1869,58
1870,1032
1871,5207
1872,2251
1873,1144
1874,2715
1875,966
1876,1728
1877,3213
1878,2484
1879,2535
1880,398
1881,1656
1882,6388
1883,2084
1884,6464
1885,999
1886,1512
1887,1441
1888,4439
1889,5232
1890,5816
1891,1956
1892,2923
1893,6100
1894,2843
1895,239
1896,3822
1897,7985
1898,5435
1899,2876
1900,3834
1901,7652
1902,8726
1903,4809
1904,1697
1905,3828
1906,6002
1907,2707
1908,6256
1909,5129
1910,2050
1911,4922
1912,348
1913,393
1914,392
1915,3873
1916,2415
1917,1971
1918,9902
1919,2567
1920,4969
1921,976
1922,3230
1923,2867
1924,975
1925,4863
1926,8731
1927,5650
1928,2405
1929,1153
1930,2582
1931,396
1932,2438
1933,6709
1934,5230
1935,5627
1936,720
1937,364
1938,584
1939,5627
1940,2819
1941,2808
1942,1350
1943,6308
1944,4930
1945,3319
1946,285
1947,3652
1948,6233
1949,7121
1950,1059
1951,1604
1952,5623
1953,3092
1954,6182
1955,535
1956,8860
1957,8474
1958,6204
1959,102
1960,2218
1961,2157
1962,2150
1963,7373
1964,9172
1965,5740
1966,1483
1967,5690
1968,2695
1969,9152
1970,389
1971,7134
1972,3954
1973,610
1974,8903
1975,1946
1976,1826
1977,624
1978,7359
1979,5140
1980,5954
1981,5984
1982,3784
1983,3796
1984,1094
1985,204
1986,2439
1987,300
1988,8143
1989,4000
1990,5498
1991,7640
1992,3215
1993,2955
1994,1502
1995,3422
1996,3792
1997,1603
1998,1010
1999,5220
2000,3741
2001,4136
2002,2222
2003,2052
2004,116
2005,1134
2006,3557
2007,2657
2008,132
2009,4406
2010,8124
2011,80
2012,6937
2013,1823
2014,6444
2015,2315
2016,4195
2017,2516
2018,5328
2019,6069
2020,1302
2021,3535
2022,730
2023,5380
2024,4955
2025,8922
2026,5039
2027,384
2028,2464
2029,6227
2030,7118
2031,1891
2032,2595
2033,6339
2034,455
2035,4522
2036,4789
2037,1724
2038,4883
2039,3936
2040,3426
2041,5589
2042,1948
2043,1977
2044,1202
2045,4637
2046,1864
2047,2581
2048,6483
2049,2986
2050,4334
2051,1344
2052,1995
2053,4491
2054,605
2055,2823
2056,5018
2057,2159
2058,1992
2059,3587
2060,101
2061,319
2062,3039
2063,3539
2064,6249
2065,133
2066,2870
2067,2245
2068,2655
2069,5738
2070,1028
2071,4918
2072,2749
2073,2154
2074,7909
2075,9505
2076,1725
2077,8356
2078,4040
2079,23
2080,8980
2081,3325
2082,6158
2083,5999
2084,3677
2085,1761
2086,2614
2087,3427
2088,8944
2089,9468
2090,3249
2091,2512
2092,553
2093,3151
2094,304
2095,2713
2096,6331
2097,5683
2098,6260
2099,4881
2100,3533
2101,8691
2102,3484
2103,8524
2104,5290
2105,1
2106,1179
2107,7226
2108,897
2109,2925
2110,9311
2111,2705
2112,4176
2113,689
2114,2140
2115,5730
2116,5888
2117,2901
2118,1520
2119,4519
2120,5172
2121,8618
2122,4438
2123,1685
2124,1696
2125,6073
2126,8842
2127,1497
2128,1735
2129,4637
2130,7492
2131,2248
2132,1550
2133,2957
2134,5471
2135,3360
2136,1566
2137,258
2138,497
2139,570
2140,6496
2141,8529
2142,6702
2143,5098
2144,3432
2145,1445
2146,5449
2147,8
2148,6518
2149,8176
2150,2617
2151,3083
2152,1627
2153,359
2154,5217
2155,5762
2156,4173
2157,2736
2158,2417
2159,1417
2160,4439
2161,51
2162,2395
2163,4787
2164,1508
2165,5246
2166,8461
2167,1561
2168,5908
2169,5222
2170,5236
2171,1271
2172,1340
2173,861
2174,3766
2175,4729
2176,731
2177,6595
2178,522
2179,1911
2180,5155
2181,3677
2182,5016
2183,219
2184,4188
2185,7417
2186,4952
2187,50
2188,475
2189,9009
2190,196
2191,563
2192,4607
2193,2914
2194,1089
2195,1443
2196,9228
2197,3422
2198,9153
2199,1412
2200,3914
2201,3118
2202,5947
2203,38
2204,2936
2205,2166
2206,757
2207,3532
2208,1432
2209,686
2210,9586
2211,4431
2212,77
2213,586
2214,3692
2215,572
2216,1918
2217,4653
2218,5986
2219,4170
2220,4521
2221,2565
2222,3945
2223,2164
2224,9151
2225,3598
2226,3074
2227,3201
2228,8582
2229,9563
2230,6479
2231,4677
2232,524
2233,7363
2234,5180
2235,6804
2236,9028
2237,8530
2238,6986
2239,7814
2240,2683
2241,7642
2242,1620
2243,8456
2244,2711
2245,7255
2246,5212
2247,3182
2248,167
2249,919
2250,8458
2251,3162
2252,188
2253,5878
2254,3482
2255,302
2256,1762
2257,2121
2258,1053
2259,5370
2260,1290
2261,4379
2262,2412
2263,1671
2264,737
2265,3669
2266,954
2267,946
2268,519
2269,323
2270,4773
2271,6482
2272,4813
2273,314
2274,7296
2275,2621
2276,6700
2277,2502
2278,4236
2279,2293
2280,7219
2281,4901
2282,6814
2283,2818
2284,6355
2285,5772
2286,2366
2287,6533
2288,1740
2289,1356
2290,7486
2291,6142
2292,315
2293,9906
2294,1174
2295,9117
2296,485
2297,5033
2298,1589
2299,104
2300,1547
2301,2621
2302,4908
2303,4117
2304,1904
2305,6800
2306,900
2307,5534
2308,427
2309,8698
2310,284
2311,1498
2312,1810
2313,5209
2314,5069
2315,4409
2316,6876
2317,8523
2318,5539
2319,2548
2320,6384
2321,5098
2322,661
2323,7081
2324,6036
2325,2391
2326,5017
2327,7921
2328,4060
2329,5465
2330,6534
2331,2477
2332,802
2333,863
2334,396
2335,2845
2336,1851
2337,7417
2338,4308
2339,7228
2340,9316
2341,2768
2342,1590
2343,7274
2344,909
2345,7724
2346,240
2347,4999
2348,2482
2349,1965
2350,4799
2351,2956
2352,3586
2353,9435
2354,2999
2355,882
2356,3994
2357,880
2358,1310
2359,6966
2360,3779
2361,772
2362,7296
2363,5278
2364,375
2365,4528
2366,780
2367,1650
2368,128
2369,397
2370,8332
2371,4504
2372,604
2373,3966
2374,2627
2375,5340
2376,5823
2377,2179
2378,7134
2379,2522
2380,7495
2381,3750
2382,680
2383,7698
2384,3365
2385,3627
2386,466
2387,2905
2388,2828
2389,1467
2390,7789
2391,7236
2392,8324
2393,4392
2394,1699
2395,4648
2396,9317
2397,3829
2398,7066
2399,8427
2400,3207
2401,3630
2402,8741
2403,3038
2404,8004
2405,8718
2406,9859
2407,3805
2408,3294
2409,3944
2410,5902
2411,6903
2412,514
2413,3435
2414,3804
2415,4272
2416,5322
2417,1649
2418,8332
2419,5992
2420,35
2421,3710
2422,3954
2423,4437
2424,2656
2425,2253
2426,4548
2427,1363
2428,1613
2429,8578
2430,7301
2431,3631
2432,9677
2433,7319
2434,4336
2435,5613
2436,1400
2437,77
2438,4992
2439,4699
2440,6619
2441,832
2442,7210
2443,6005
2444,803
2445,2112
2446,5004
2447,3342
2448,3731
2449,3851
2450,6222
2451,868
2452,7846
2453,5434
2454,4014
2455,1183
2456,4179
2457,319
2458,1046
2459,4795
2460,2133
2461,2259
2462,746
2463,5693
2464,479
2465,6693
2466,5557
2467,3394
2468,1471
2469,1536
2470,5030
2471,1924
2472,2900
2473,1912
2474,5878
2475,232
2476,6963
2477,5965
2478,7916
2479,2897
2480,2267
2481,278
2482,5042
2483,3926
2484,1494
2485,2420
2486,6287
2487,508
2488,5855
2489,4370
2490,7921
2491,2183
2492,5106
2493,9216
2494,1542
2495,1854
2496,7923
2497,3073
2498,6740
2499,2315
2500,3895
2501,9232
2502,1326
2503,3204
2504,5231
2505,5738
2506,7748
2507,1795
2508,4569
2509,5590
2510,3688
2511,7128
2512,5160
2513,571
2514,707
2515,2373
2516,938
2517,986
2518,1675
2519,484
2520,6074
2521,6981
2522,411
2523,6335
2524,786
2525,1898
2526,3275
2527,863
2528,6790
2529,3163
2530,3748
2531,1987
2532,7420
2533,7262
2534,3088
2535,4263
2536,8602
2537,7389
2538,8143
2539,7902
2540,3697
2541,8033
2542,5634
2543,3997
2544,7088
2545,7952
2546,7189
2547,1658
2548,2688
2549,3032
2550,2388
2551,2153
2552,507
2553,7108
2554,4552
2555,1241
2556,2357
2557,5106
2558,7203
2559,2838
2560,820
2561,5512
2562,7914
2563,7966
2564,6570
2565,4761
2566,1761
2567,6384
2568,6385
2569,3561
2570,1593
2571,3027
2572,6090
2573,3842
2574,529
2575,316
2576,2404
2577,6480
2578,7713
