index_in_source,combined_position
286,2576
287,33
288,1848
289,9418
290,3648
291,532
292,8140
293,1333
294,1532
295,5227
296,9260
297,464
298,6306
299,2649
300,5066
301,4673
302,991
303,105
304,615
305,7826
306,5533
307,5199
308,5884
309,912
310,2027
311,2063
312,3852
313,3432
314,289
315,678
316,9442
317,5131
318,197
319,8913
320,4353
321,191
322,6930
323,1907
324,1776
325,700
326,6004
327,233
328,441
329,2481
330,1915
331,4532
332,2259
333,377
334,7585
335,2089
336,5303
337,1448
338,5346
339,2054
340,3058
341,3293
342,2278
343,5172
344,248
345,1047
346,720
347,994
348,1515
349,2252
350,616
351,9597
352,3778
353,65
354,2043
355,421
356,1479
357,4112
358,2100
359,8263
360,7636
361,3251
362,1357
363,3383
364,295
365,2030
366,6498
367,433
368,31
369,33
370,5545
371,9244
372,2710
373,2030
374,391
375,4677
376,1229
377,7594
378,6156
379,1275
380,1868
381,9613
382,1798
383,692
384,1480
385,1053
386,451
387,445
388,1979
389,176
390,3177
391,6304
392,8960
393,427
394,7690
395,2216
396,4708
397,6229
398,6452
399,5464
400,521
401,353
402,435
403,3054
404,6509
405,2081
406,4525
407,155
408,1115
409,2558
410,3745
411,1474
412,2189
413,3259
414,1084
415,922
416,272
417,1804
418,618
419,7140
420,4171
421,999
422,1023
423,268
424,753
425,382
426,6086
427,1775
428,5281
429,6770
430,187
431,2063
432,9015
433,1240
434,984
435,428
436,7011
437,5839
438,9072
439,964
440,7242
441,5579
442,7390
443,3706
444,564
445,4407
446,7779
447,3300
448,5720
449,4154
450,6879
451,1356
452,33
453,792
454,8518
455,1616
456,1583
457,5177
458,8329
459,6279
460,4392
461,5397
462,234
463,890
464,9560
465,407
466,6574
467,2803
468,8718
469,7005
470,3985
471,1921
472,5443
473,2172
474,6858
475,4650
476,300
477,2761
478,3940
479,2237
480,5826
481,8007
482,2777
483,248
484,1226
485,696
486,3450
487,1138
488,4054
489,8434
490,4679
491,2455
492,8750
493,1600
494,3867
495,726
496,2920
497,2330
498,2431
499,2720
500,3537
501,2094
502,617
503,1737
504,2282
505,5519
506,1316
507,2600
508,5628
509,2420
510,2566
511,5613
512,1139
513,4598
514,3146
515,9262
516,2918
517,6022
518,7450
519,6925
520,511
521,2068
522,5014
523,4199
524,2601
525,430
526,4257
527,3160
528,5089
529,4914
530,724
531,7698
532,5365
533,1976
534,4037
535,603
536,1704
537,1225
538,6026
539,2041
540,7318
541,3801
542,4477
543,2754
544,8783
545,488
546,875
547,9145
548,4688
549,6857
550,5248
551,81
552,2139
553,6800
554,2450
555,2408
556,6363
557,2944
558,4948
559,8774
560,388
561,8342
562,5882
563,4291
564,9464
565,5320
566,2292
567,3681
568,356
569,3791
570,7641
571,3114
572,3758
573,1514
574,3059
575,865
576,7178
577,6030
578,6030
579,1965
580,593
581,6786
582,9736
583,726
584,4127
585,1074
586,8545
587,6122
588,192
589,2818
590,6846
591,194
592,250
593,1069
594,1880
595,4823
596,4358
597,7787
598,1768
599,9584
600,9760
601,1636
602,834
603,2976
604,5646
605,3383
606,3853
607,1573
608,5718
609,8583
610,6622
611,2413
612,740
613,210
614,9903
615,4350
616,443
617,3835
618,6024
619,8706
620,969
621,1312
622,2209
623,992
624,5219
625,541
626,3946
627,7534
628,2030
629,3601
630,8878
631,4374
632,962
633,6999
634,1929
635,1166
636,2419
637,1541
638,8396
639,4475
640,2255
641,3466
642,2652
643,520
644,4881
645,383
646,1038
647,4086
648,2009
649,5629
650,3157
651,9191
652,2657
653,3233
654,8441
655,3799
656,6817
657,1430
658,4182
659,5934
660,8438
661,417
662,7410
663,4331
664,6858
665,8994
666,7036
667,9053
668,2157
669,4886
670,1020
671,4343
672,348
673,2039
674,6710
675,2155
676,475
677,1136
678,6180
679,1779
680,4600
681,735
682,779
683,5121
684,2167
685,2666
686,4472
687,8456
688,2713
689,8902
690,1124
691,3306
692,6428
693,6021
694,470
695,656
696,1864
697,1081
698,4887
699,9866
700,1641
701,3921
702,896
703,1265
704,5068
705,1010
706,5454
707,7047
708,6311
709,740
710,2085
711,4765
712,4882
713,5003
714,3358
715,7422
716,1820
717,9419
718,1796
719,7154
720,15
721,460
722,5079
723,88
724,2963
725,7618
726,932
727,1229
728,8294
729,6982
730,820
731,8053
732,3339
733,7356
734,1175
735,1838
736,971
737,7998
738,28
739,7158
740,4104
741,4625
742,968
743,4730
744,9645
745,1596
746,7691
747,3947
748,4535
749,9140
750,4326
751,404
752,8437
753,216
754,360
755,1959
756,8380
757,674
758,6622
759,4251
760,837
761,6189
762,6496
763,1285
764,5211
765,1907
766,5374
767,1895
768,2206
769,6483
770,6234
771,6587
772,3219
773,1431
774,3539
775,4156
776,1308
777,8639
778,1505
779,7946
780,3790
781,2208
782,4116
783,6289
784,1914
785,5589
786,4477
787,810
788,1437
789,4186
790,8865
791,1891
792,3738
793,779
794,4704
795,3535
796,1029
797,1761
798,190
799,2639
800,6601
801,34
802,1419
803,8158
804,7060
805,3325
806,5038
807,4019
808,5732
809,7343
810,6842
811,1046
812,6827
813,1190
814,3566
815,6084
816,5031
817,1310
818,7230
819,1511
820,733
821,7449
822,383
823,4314
824,1086
825,9426
826,9520
827,3277
828,7087
829,9240
830,367
831,7541
832,6462
833,2702
834,7926
835,912
836,3676
837,5081
838,3185
839,621
840,6422
841,6086
842,8003
843,653
844,2712
845,1224
846,4491
847,9397
848,1116
849,408
850,9072
851,285
852,599
853,1026
854,7126
855,3663
856,2334
857,1481
858,6152
859,3775
860,2154
861,531
862,1410
863,362
864,1653
865,6904
866,4322
867,6407
868,6370
869,5690
870,9238
871,5530
872,8581
873,3777
874,2437
875,2416
876,7949
877,1463
878,2196
879,1892
880,263
881,536
882,4741
883,5745
884,7557
885,2189
886,8748
887,186
888,1218
889,348
890,6655
891,2366
892,2310
893,1232
894,3207
895,5091
896,3570
897,3021
898,3593
899,4607
900,1660
901,512
902,2568
903,165
904,3217
905,7438
906,5470
907,5831
908,2708
909,5764
910,5971
911,5451
912,9488
913,719
914,3484
915,4786
916,1852
917,2574
918,5083
919,7336
920,9191
921,5141
922,1218
923,2912
924,1697
925,9496
926,7544
927,8308
928,824
929,5116
930,2186
931,8687
932,7461
933,1866
934,2194
935,7369
936,3188
937,4257
938,4957
939,8843
940,3905
941,4569
942,2406
943,9503
944,3206
945,5952
946,4207
947,9299
948,3560
949,328
950,2123
951,2508
952,8048
953,85
954,3254
955,3568
956,7145
957,1382
958,1194
959,2404
960,72
961,2646
962,5356
963,2103
964,1744
965,2637
966,6049
967,7416
968,9490
969,7178
970,274
971,7559
972,9833
973,382
974,580
975,2157
976,4622
977,1419
978,8640
979,7751
980,8423
981,6772
982,9287
983,7754
984,636
985,1059
986,3364
987,7191
988,1620
989,3116
990,848
991,1989
992,1316
993,3613
994,9301
995,758
996,3114
997,246
998,8648
999,3594
1000,9271
1001,493
1002,4053
1003,85
1004,4278
1005,7178
1006,122
1007,450
1008,200
1009,2433
1010,2809
1011,5326
1012,1900
1013,568
1014,7079
1015,6622
1016,2120
1017,2511
1018,1394
1019,690
1020,425
1021,79
1022,2279
1023,572
1024,3843
1025,9405
1026,5781
1027,5864
1028,2179
1029,840
1030,6657
1031,822
1032,1197
1033,4245
1034,7013
1035,7835
1036,2520
1037,8007
1038,4301
1039,3054
1040,5453
1041,137
1042,7196
1043,65
1044,2402
1045,7971
1046,975
1047,1562
1048,2518
1049,5632
1050,84
1051,3495
1052,3174
1053,8146
1054,4478
1055,7946
1056,5701
1057,1307
1058,2654
1059,1169
1060,2208
1061,2692
1062,2674
1063,2358
1064,1382
1065,744
1066,6275
1067,2871
1068,6749
1069,2818
1070,2634
1071,6300
1072,5605
1073,5059
1074,3619
1075,5079
1076,7764
1077,4847
1078,1768
1079,5796
1080,1666
1081,5280
1082,6081
1083,8539
1084,4796
1085,5815
1086,5088
1087,4352
1088,2826
1089,4493
1090,648
1091,382
1092,6414
1093,7591
1094,1265
1095,1914
1096,6
1097,4716
1098,6944
1099,1053
1100,1349
1101,3646
1102,3147
1103,8528
1104,39
1105,2105
1106,1978
1107,3486
1108,4694
1109,6100
1110,452
1111,3853
1112,5329
1113,2629
1114,5407
1115,5611
1116,6782
1117,4486
1118,5075
1119,3242
1120,27
1121,6709
1122,1000
1123,6802
1124,1087
1125,4258
1126,714
1127,3051
1128,2283
1129,1325
1130,644
1131,1111
1132,2490
1133,1699
1134,4624
1135,1100
1136,668
1137,1796
1138,6339
1139,645
1140,1159
1141,4625
1142,5904
1143,870
1144,2689
1145,726
1146,5862
1147,6163
1148,57
1149,8398
1150,1165
1151,4060
1152,5301
1153,3849
1154,322
1155,432
1156,2799
1157,2915
1158,1250
1159,3926
1160,2033
1161,5832
1162,1662
1163,14
1164,6713
1165,3232
1166,2444
1167,8192
1168,21
1169,1445
1170,5175
1171,5786
1172,2149
1173,7080
1174,7761
1175,5266
1176,1233
1177,2634
1178,8877
1179,5843
1180,4319
1181,2436
1182,3631
1183,959
1184,1200
1185,1908
1186,7162
1187,1044
1188,4134
1189,3511
1190,1199
1191,2249
1192,299
1193,4546
1194,3828
1195,6278
1196,3122
1197,639
1198,576
1199,3021
1200,1261
1201,9733
1202,5899
1203,6134
1204,2939
1205,267
1206,553
1207,1800
1208,1581
1209,2046
1210,134
1211,805
1212,8452
1213,8205
1214,608
1215,2241
1216,4640
1217,4382
1218,7549
1219,4842
1220,534
1221,3411
1222,3731
1223,4617
1224,97
1225,3950
1226,6586
1227,3599
1228,8291
1229,121
1230,577
1231,7360
1232,1271
1233,3325
1234,1280
1235,5570
1236,5997
1237,605
1238,8438
1239,6159
1240,1287
1241,93
1242,1646
1243,1604
1244,6622
1245,3954
1246,8415
1247,7854
1248,9288
1249,9448
1250,5326
1251,4123
1252,2512
1253,2559
1254,3939
1255,1783
1256,1932
1257,8356
1258,8763
1259,9844
1260,8631
1261,3767
1262,9405
1263,4692
1264,106
1265,607
1266,2540
1267,3012
1268,575
1269,3037
1270,161
1271,3171
1272,870
1273,8773
1274,1984
1275,1496
1276,4358
1277,3334
1278,9047
1279,5392
1280,6802
1281,4597
1282,7779
1283,8077
1284,612
1285,529
1286,3346
1287,6242
1288,4091
1289,5964
1290,2330
1291,4308
1292,567
1293,5844
1294,7209
1295,2331
1296,659
1297,6240
1298,1438
1299,3555
1300,6370
1301,6657
1302,9389
1303,2317
1304,5782
1305,1111
1306,7412
1307,4274
1308,4398
1309,217
1310,5444
1311,3366
1312,25
1313,2974
1314,3930
1315,893
1316,2663
1317,11
1318,7306
1319,857
1320,2341
1321,5779
1322,6369
1323,3651
1324,6093
1325,2672
1326,1789
1327,1927
1328,1746
1329,2196
1330,6380
1331,1500
1332,8128
1333,9825
1334,1730
1335,8537
1336,2243
1337,570
1338,5442
1339,6069
1340,861
1341,7662
1342,2233
1343,8207
1344,1368
1345,4871
1346,2303
1347,4380
1348,4348
1349,982
1350,8085
1351,2163
1352,1928
1353,1096
1354,7377
1355,5162
1356,8777
1357,1240
1358,6811
1359,2367
1360,422
1361,7385
1362,7387
1363,4148
1364,4278
1365,1393
1366,5080
1367,1144
1368,4621
1369,8722
1370,2938
1371,3686
1372,3782
1373,8441
1374,1861
1375,2170
1376,1065
1377,8277
1378,1964
1379,5073
1380,2701
1381,2192
1382,1646
1383,2352
1384,6018
1385,1419
1386,6915
1387,164
1388,2694
1389,3075
1390,2029
1391,5893
1392,7399
1393,2123
1394,1272
1395,4719
1396,8154
1397,8643
1398,1645
1399,1112
1400,190
1401,2306
1402,3612
1403,7688
1404,1121
1405,269
1406,7405
1407,547
1408,1817
1409,3929
1410,6168
1411,3279
1412,4574
1413,800
1414,4181
1415,5131
1416,779
1417,1585
1418,2180
1419,8558
1420,53
1421,4532
1422,1831
1423,7948
1424,9620
1425,2219
1426,2577
1427,7013
1428,1308
1429,6310
1430,1344
1431,3841
1432,3863
1433,2012
1434,1665
1435,8718
1436,1685
1437,8973
1438,644
1439,1191
1440,3824
1441,4530
1442,1636
1443,3449
1444,7183
1445,1198
1446,7422
1447,7523
1448,3799
1449,6786
1450,4361
1451,1066
1452,3912
1453,6899
1454,117
1455,2163
1456,4463
1457,3638
1458,9002
1459,1447
1460,2304
1461,4561
1462,5842
1463,756
1464,9267
1465,8075
1466,5846
1467,1425
1468,1705
1469,680
1470,2828
1471,4144
1472,171
1473,7002
1474,3988
1475,899
1476,9421
1477,8513
1478,8823
1479,9467
1480,3610
1481,6044
1482,102
1483,3538
1484,3868
1485,4922
1486,1011
1487,3231
1488,7653
1489,262
1490,4558
1491,3991
1492,5582
1493,5025
1494,4626
1495,3760
1496,6387
1497,402
1498,9915
1499,2988
1500,3297
1501,1192
1502,9482
1503,3265
1504,5492
1505,2379
1506,1675
1507,9493
1508,7441
1509,8210
1510,339
1511,5763
1512,4569
1513,9848
1514,5639
1515,2637
1516,4152
1517,2316
1518,2333
1519,4688
1520,5750
1521,4593
1522,4377
1523,241
1524,6546
1525,1016
1526,4788
1527,9278
1528,7392
1529,1796
1530,9349
1531,729
1532,2397
1533,8376
1534,800
1535,1430
1536,3682
1537,1986
1538,772
1539,232
1540,6912
1541,5561
1542,4680
1543,2099
1544,622
1545,4466
1546,4754
1547,902
1548,4242
1549,3360
1550,1892
1551,50
1552,6290
1553,5365
1554,1035
1555,1808
1556,530
1557,9866
1558,1033
1559,7740
1560,7244
1561,6552
1562,2698
1563,758
1564,1158
1565,8247
1566,465
1567,3990
1568,976
1569,4891
1570,4052
1571,2709
1572,2750
1573,7279
1574,5365
1575,3627
1576,3317
1577,7196
1578,1474
1579,3387
1580,2087
1581,70
1582,3507
1583,2424
1584,5325
1585,392
1586,5736
1587,7439
1588,304
1589,7151
1590,5782
1591,1227
1592,6981
1593,1873
1594,4515
1595,1068
1596,6654
1597,3791
1598,3260
1599,5975
1600,4681
1601,2259
1602,914
1603,5686
1604,5130
1605,2308
1606,9584
1607,1804
1608,4376
1609,6266
1610,2501
1611,45
1612,345
1613,4825
1614,2095
1615,4002
1616,1539
1617,4348
1618,775
1619,4951
1620,5336
1621,439
1622,5783
1623,1121
1624,1647
1625,3
1626,6835
1627,4393
1628,2672
1629,5661
1630,6900
1631,3678
1632,2748
1633,5839
1634,8077
1635,3583
1636,5255
1637,568
1638,3336
1639,2621
1640,3196
1641,4058
1642,8434
1643,5292
1644,189
1645,1774
1646,1927
1647,898
1648,2481
1649,8869
1650,5173
1651,3967
1652,2098
1653,7920
1654,689
1655,7886
1656,2738
1657,2716
1658,624
1659,5424
1660,3519
1661,689
1662,1126
1663,340
1664,5148
1665,136
1666,3194
1667,285
1668,716
1669,7620
1670,9235
1671,4253
1672,2630
1673,2554
1674,868
1675,1456
1676,3008
1677,7216
1678,6113
1679,1524
1680,3467
1681,8384
1682,2877
1683,6940
1684,1300
1685,495
1686,3406
1687,1118
1688,6065
1689,9165
1690,2757
1691,2807
1692,3515
1693,3390
1694,4531
1695,1505
1696,3900
1697,4997
1698,709
1699,3359
1700,2601
1701,66
1702,2383
1703,3680
1704,4227
1705,757
1706,1575
1707,5979
1708,283
1709,1348
1710,427
1711,9557
1712,2275
1713,5533
1714,1155
1715,794
1716,8681
1717,5761
1718,2702
1719,4591
1720,3117
1721,1
1722,5042
1723,214
1724,3180
1725,1954
1726,2331
1727,8840
1728,8290
1729,2667
1730,2829
1731,2809
1732,2688
1733,8644
1734,178
1735,2803
1736,4630
1737,3166
1738,1130
1739,759
1740,838
1741,934
1742,3290
1743,6654
1744,4001
1745,2040
1746,5951
1747,61
1748,54
1749,6478
1750,41
1751,3548
1752,1618
1753,5608
1754,329
1755,725
1756,5673
1757,229
1758,925
1759,8416
1760,257
1761,9421
1762,986
1763,2910
1764,2212
1765,8334
1766,1106
1767,3892
1768,4937
1769,468
1770,8075
1771,4151
1772,931
1773,5542
1774,207
1775,9022
1776,1293
1777,3678
1778,3431
1779,140
1780,22
1781,3675
1782,2865
1783,3654
1784,1376
1785,6837
1786,1281
1787,424
1788,7774
1789,7935
1790,2165
1791,5141
1792,6608
1793,5579
1794,4730
1795,2130
1796,2017
1797,1429
1798,1881
1799,21
1800,1267
1801,1339
1802,7094
1803,349
1804,2918
1805,6995
1806,5908
1807,9150
1808,8239
1809,1734
1810,244
1811,7786
1812,2032
1813,5468
1814,5345
1815,8518
1816,4468
1817,9138
1818,1538
1819,3663
1820,5769
1821,5310
1822,1291
1823,2934
1824,1897
1825,1283
1826,461
1827,3542
1828,8086
1829,5145
1830,5172
1831,4871
1832,3414
1833,2127
1834,7755
1835,1790
1836,1890
1837,9917
1838,1013
1839,848
1840,8685
1841,6269
1842,3869
1843,8001
1844,4781
1845,2645
1846,6477
1847,5486
1848,8163
1849,212
1850,1435
1851,2954
1852,3484
1853,918
1854,2676
1855,1662
1856,2339
1857,2949
1858,480
1859,4053
1860,1614
1861,879
1862,5159
1863,2427
1864,3142
1865,1619
1866,1641
1867,1271
1868,1564
1869,235
1870,5809
1871,1444
1872,3556
1873,1310
1874,3573
1875,1288
1876,5225
1877,713
1878,2208
1879,196
1880,2822
1881,5850
1882,1571
1883,1628
1884,2640
1885,5330
1886,9287
1887,8115
1888,5851
1889,2293
1890,767
1891,7786
1892,2911
1893,6678
1894,3877
1895,926
1896,2272
1897,2428
1898,3810
1899,6859
1900,483
1901,3987
1902,6917
1903,5041
1904,1172
1905,6814
1906,8684
1907,4826
1908,1643
1909,7555
1910,8351
1911,1333
1912,198
1913,2765
1914,6731
1915,4782
1916,2174
1917,7231
1918,1628
1919,7294
1920,2346
1921,3561
1922,2592
1923,3931
1924,434
1925,2487
1926,2565
1927,4198
1928,9789
1929,3166
1930,1722
1931,997
1932,2866
1933,4193
1934,1223
1935,1100
1936,8704
1937,5412
1938,6494
1939,5087
1940,2460
1941,5453
1942,1108
1943,9405
1944,3112
1945,4351
1946,488
1947,6918
1948,9825
1949,973
1950,2247
1951,3066
1952,6156
1953,4963
1954,4064
1955,809
1956,508
1957,835
1958,5714
1959,1498
1960,1107
1961,1389
1962,1334
1963,4089
1964,3065
1965,8243
1966,1004
1967,8575
1968,7438
1969,2271
1970,1132
1971,2381
1972,5751
1973,9531
1974,8631
1975,798
1976,7177
1977,4205
1978,5021
1979,2204
1980,983
1981,1926
1982,3310
1983,1154
1984,4921
1985,3645
1986,6922
1987,5193
1988,7033
1989,4025
1990,41
1991,4475
1992,2545
1993,605
1994,4324
1995,509
1996,7060
1997,2214
1998,3456
1999,9488
2000,6335
2001,5593
2002,3872
2003,6060
2004,3655
2005,1268
2006,5760
2007,154
2008,46
2009,9349
2010,1717
2011,1998
2012,2471
2013,165
2014,371
2015,4569
2016,4930
2017,5749
2018,2805
2019,554
2020,2080
2021,9216
2022,2348
2023,1762
2024,4502
2025,8147
2026,2107
2027,1386
2028,7010
2029,6480
2030,2634
2031,5133
2032,1357
2033,74
2034,5312
2035,445
2036,2800
2037,3204
2038,3869
2039,4145
2040,2133
2041,889
2042,393
2043,5601
2044,7700
2045,9617
2046,17
2047,481
2048,3032
2049,3154
2050,6832
2051,386
2052,8511
2053,111
2054,3155
2055,1111
2056,3341
2057,6116
2058,781
2059,69
2060,6151
2061,2219
2062,4014
2063,3121
2064,8677
2065,2552
2066,852
2067,4771
2068,5539
2069,400
2070,2072
2071,2900
2072,2120
2073,5779
2074,8004
2075,9150
2076,1603
2077,6589
2078,3964
2079,1612
2080,3482
2081,1292
2082,3263
2083,4539
2084,8965
2085,7448
2086,2953
2087,2015
2088,4671
2089,8864
2090,2998
2091,701
2092,9807
2093,3960
2094,1663
2095,490
2096,1040
2097,5819
2098,105
2099,2293
2100,4255
2101,1268
2102,202
2103,2606
2104,9424
2105,1414
2106,1842
2107,3055
2108,8589
2109,5735
2110,3882
2111,1070
2112,7751
2113,3614
2114,7416
2115,3458
2116,6842
2117,8152
2118,6022
2119,5866
2120,2357
2121,1247
2122,7025
2123,49
2124,374
2125,2600
2126,3814
2127,3975
2128,2529
2129,815
2130,548
2131,8108
2132,1734
2133,3125
2134,781
2135,1913
2136,1608
2137,3673
2138,9017
2139,3010
2140,4164
2141,9093
2142,5074
2143,3061
2144,2480
2145,1642
2146,3989
2147,1872
2148,2787
2149,5712
2150,7
2151,1018
2152,649
2153,7058
2154,3774
2155,7950
2156,3400
2157,1242
2158,829
2159,1749
2160,5558
2161,7709
2162,410
2163,2770
2164,6720
2165,2709
2166,8069
2167,7311
2168,1098
2169,2641
2170,2336
2171,30
2172,2319
2173,804
2174,5533
2175,317
2176,4248
2177,6769
2178,2938
2179,1404
2180,3974
2181,1886
2182,139
2183,1161
2184,2802
2185,1815
2186,3267
2187,2908
2188,2730
2189,2634
2190,8045
2191,519
2192,3415
2193,2609
2194,7330
2195,9488
2196,4782
2197,1311
2198,5979
2199,9199
2200,2421
2201,7485
2202,1865
2203,1964
2204,4869
2205,3618
2206,284
2207,3771
2208,6492
2209,6959
2210,9019
2211,1466
2212,2487
2213,7793
2214,2007
2215,5404
2216,2541
2217,987
2218,3406
2219,3883
2220,642
2221,506
2222,4460
2223,9858
2224,2709
2225,7194
2226,4153
2227,16
2228,1209
2229,8965
2230,5019
2231,2496
2232,7009
2233,3264
2234,3496
2235,1127
2236,5231
2237,8263
2238,2191
2239,6490
2240,293
2241,1277
2242,7707
2243,130
2244,1555
2245,5363
2246,1176
2247,4294
2248,4451
2249,2279
2250,8539
2251,3512
2252,708
2253,396
2254,2508
2255,2976
2256,6776
2257,2049
2258,1016
2259,7084
2260,2913
2261,1807
2262,1945
2263,1389
2264,7995
2265,4490
2266,1069
2267,2319
2268,1967
2269,3250
2270,8042
2271,4674
2272,1786
2273,4881
2274,3774
2275,5385
2276,9053
2277,2181
2278,587
2279,2686
2280,195
2281,5083
2282,1276
2283,364
2284,9267
2285,819
2286,6137
2287,326
2288,2224
2289,3768
2290,608
2291,76
2292,177
2293,4898
2294,7418
2295,6729
2296,5953
2297,1183
2298,1461
2299,3965
2300,155
2301,2148
2302,963
2303,2531
2304,1225
2305,4434
2306,5234
2307,6869
2308,1083
2309,2929
2310,6064
2311,5557
2312,3968
2313,309
2314,9518
2315,1140
2316,6637
2317,1351
2318,1014
2319,149
2320,651
2321,4815
2322,4617
2323,2668
2324,4236
2325,803
2326,4292
2327,7688
2328,1338
2329,792
2330,1401
2331,7231
2332,3176
2333,6397
2334,2537
2335,6192
2336,4695
2337,7281
2338,8308
2339,3553
2340,7854
2341,711
2342,44
2343,1827
2344,1691
2345,2622
2346,5995
2347,1847
2348,2451
2349,3094
2350,52
2351,5506
2352,9739
2353,3577
2354,5129
2355,5779
2356,3767
2357,477
2358,4312
2359,1270
2360,2788
2361,7343
2362,540
2363,2743
2364,7
2365,1662
2366,3814
2367,1588
2368,1734
2369,5153
2370,1536
2371,4555
2372,430
2373,908
2374,7781
2375,6458
2376,6596
2377,1814
2378,1455
2379,6371
2380,626
2381,220
2382,2582
2383,1379
2384,4857
2385,503
2386,3050
2387,2202
2388,5656
2389,8037
2390,7509
2391,879
2392,5280
2393,3830
2394,712
2395,3008
2396,3252
2397,8940
2398,8421
2399,2123
2400,9610
2401,552
2402,2730
2403,9223
2404,4007
2405,2398
2406,715
2407,7866
2408,2900
2409,3980
2410,5088
2411,3013
2412,4832
2413,8421
2414,7305
2415,4002
2416,2497
2417,6538
2418,4560
2419,1637
2420,2894
2421,1812
2422,1346
2423,8337
2424,5767
2425,3682
2426,3768
2427,1669
2428,6741
2429,1832
2430,4298
2431,2611
2432,9917
2433,1056
2434,5824
2435,7183
2436,3673
2437,3370
2438,2255
2439,8480
2440,9452
2441,2020
2442,1455
2443,9656
2444,5128
2445,4067
2446,208
2447,2385
2448,308
2449,2982
2450,1050
2451,9482
2452,7400
2453,1249
2454,4552
2455,1974
2456,2585
2457,1066
2458,3132
2459,5667
2460,4825
2461,739
2462,312
2463,3776
2464,5397
2465,1639
2466,651
2467,2093
2468,2322
2469,9428
2470,4160
2471,3096
2472,19
2473,6370
2474,9833
2475,5141
2476,4423
2477,2704
2478,8214
2479,7437
2480,1923
2481,2455
2482,7685
2483,9248
2484,2881
2485,5320
2486,4552
2487,294
2488,953
2489,9127
2490,3935
2491,3690
2492,4327
2493,1060
2494,96
2495,254
2496,771
2497,991
2498,2200
2499,5084
2500,37
2501,8662
2502,183
2503,278
2504,5534
2505,6319
2506,1592
2507,4430
2508,6267
2509,4418
2510,7412
2511,6793
2512,5329
2513,4549
2514,3122
2515,1142
2516,3083
2517,4879
2518,3730
2519,365
2520,1643
2521,8159
2522,8040
2523,3700
2524,3782
2525,5485
2526,7945
2527,2076
2528,769
2529,4302
2530,8726
2531,1930
2532,8877
2533,4204
2534,8687
2535,1350
2536,8663
2537,5258
2538,1864
2539,6661
2540,9696
2541,520
2542,8497
2543,7579
2544,3291
2545,4743
2546,4331
2547,2360
2548,2465
2549,1517
2550,2767
2551,5887
2552,3138
2553,3463
2554,3683
2555,5891
2556,6915
2557,3625
2558,1094
2559,162
2560,1444
2561,873
2562,241
2563,395
2564,811
2565,805
2566,4347
2567,662
2568,2253
2569,3803
2570,456
2571,7971
2572,5538
2573,6044
