index_in_source,combined_position
434,8003
435,7586
436,133
437,4142
438,2073
439,388
440,6008
441,419
442,6816
443,6931
444,174
445,1654
446,43
447,6990
448,3554
449,3751
450,899
451,6481
452,6750
453,1664
454,5886
455,457
456,2092
457,825
458,7884
459,1671
460,7510
461,1005
462,3170
463,1528
464,2742
465,4081
466,1055
467,5671
468,1344
469,1087
470,2708
471,2648
472,5880
473,8916
474,4534
475,312
476,774
477,2598
478,1017
479,2407
480,2241
481,5568
482,3231
483,1096
484,4713
485,483
486,1642
487,5683
488,5860
489,66
490,258
491,6495
492,7435
493,313
494,9348
495,2105
496,3198
497,3721
498,3802
499,3529
500,5857
501,3992
502,1444
503,3515
504,7463
505,893
506,518
507,911
508,7278
509,6792
510,4944
511,354
512,1432
513,2951
514,1717
515,5603
516,132
517,8654
518,1157
519,7184
520,1941
521,9346
522,4945
523,1531
524,9898
525,3729
526,5030
527,9023
528,7499
529,6216
530,5577
531,1703
532,5276
533,243
534,122
535,5511
536,5728
537,607
538,4315
539,410
540,4556
541,1435
542,2517
543,814
544,4640
545,1615
546,1221
547,3286
548,4805
549,127
550,2753
551,6945
552,1793
553,1915
554,2643
555,1332
556,758
557,1208
558,1563
559,736
560,5970
561,987
562,8043
563,6433
564,3770
565,812
566,341
567,1245
568,1417
569,5323
570,2010
571,3924
572,3126
573,5855
574,634
575,5842
576,5683
577,5206
578,3212
579,466
580,1424
581,5006
582,1074
583,4461
584,2036
585,1445
586,400
587,3278
588,738
589,4412
590,4211
591,4399
592,6237
593,5164
594,8348
595,5725
596,859
597,1942
598,2403
599,1727
600,285
601,2230
602,1100
603,9456
604,4137
605,3500
606,1826
607,4105
608,945
609,3747
610,2729
611,6496
612,2151
613,2168
614,1391
615,259
616,7158
617,891
618,3902
619,3261
620,3056
621,1764
622,9185
623,1271
624,8467
625,2004
626,1263
627,1473
628,2345
629,1081
630,4575
631,4987
632,1303
633,6202
634,6822
635,5315
636,1048
637,6420
638,5192
639,4146
640,205
641,9648
642,2980
643,3550
644,2131
645,8320
646,4371
647,845
648,5980
649,1613
650,411
651,6577
652,4465
653,1051
654,4720
655,1649
656,3702
657,8119
658,9808
659,1091
660,1627
661,5376
662,3804
663,4061
664,94
665,224
666,5354
667,2624
668,2432
669,3884
670,1440
671,8223
672,70
673,5566
674,1540
675,1754
676,6724
677,7998
678,3524
679,279
680,8284
681,2542
682,956
683,7265
684,2348
685,4336
686,1025
687,8384
688,9213
689,2797
690,3986
691,4950
692,1609
693,890
694,854
695,3015
696,5612
697,968
698,1461
699,1387
700,5759
701,6465
702,1001
703,2656
704,8184
705,462
706,369
707,8378
708,2407
709,9341
710,2396
711,47
712,9001
713,2528
714,956
715,4075
716,368
717,672
718,1873
719,2223
720,5975
721,8759
722,6431
723,6992
724,2602
725,4701
726,1905
727,661
728,3076
729,6180
730,7615
731,742
732,6186
733,6120
734,757
735,4981
736,5806
737,455
738,939
739,5000
740,362
741,1757
742,1677
743,2853
744,6860
745,4396
746,2774
747,6841
748,575
749,1439
750,7520
751,1110
752,2680
753,554
754,1635
755,6265
756,8939
757,13
758,3142
759,9834
760,544
761,1557
762,360
763,5632
764,5545
765,5912
766,6428
767,6144
768,9459
769,6051
770,4211
771,2672
772,5279
773,8048
774,7082
775,1530
776,4803
777,3942
778,432
779,2053
780,1797
781,1259
782,1979
783,4328
784,4791
785,1201
786,626
787,1743
788,8612
789,633
790,4597
791,2264
792,197
793,6797
794,6638
795,714
796,3370
797,2749
798,6236
799,1628
800,40
801,1521
802,5751
803,6380
804,1104
805,4171
806,1966
807,5210
808,234
809,2709
810,502
811,6333
812,335
813,3648
814,92
815,2026
816,1337
817,7675
818,2862
819,6959
820,346
821,3782
822,4792
823,1646
824,3340
825,1673
826,2279
827,772
828,2920
829,2956
830,888
831,3646
832,5790
833,7065
834,847
835,3752
836,386
837,8038
838,1488
839,3392
840,718
841,3713
842,7944
843,704
844,5322
845,32
846,3477
847,95
848,4065
849,1414
850,430
851,5609
852,4516
853,6003
854,4683
855,4408
856,9193
857,903
858,4283
859,8708
860,465
861,802
862,2842
863,722
864,100
865,1853
866,377
867,4329
868,5637
869,5493
870,604
871,3441
872,2114
873,2610
874,1058
875,5611
876,5981
877,6221
878,3275
879,2763
880,207
881,8348
882,7920
883,7931
884,4455
885,1964
886,1334
887,2698
888,5124
889,1422
890,5201
891,5771
892,863
893,4505
894,142
895,2683
896,890
897,7475
898,9359
899,6715
900,2819
901,5691
902,5795
903,4626
904,1056
905,128
906,2921
907,2904
908,7015
909,1469
910,5781
911,494
912,5799
913,122
914,108
915,4492
916,873
917,5150
918,5660
919,396
920,73
921,4489
922,2175
923,7142
924,6350
925,9147
926,1036
927,645
928,4002
929,2609
930,3549
931,7317
932,7167
933,3603
934,1704
935,136
936,7073
937,5329
938,1801
939,779
940,8463
941,5906
942,10
943,3818
944,461
945,3352
946,6107
947,3797
948,2154
949,8358
950,1572
951,317
952,5797
953,3508
954,5331
955,292
956,841
957,2895
958,5083
959,1176
960,1643
961,7343
962,9648
963,90
964,5327
965,446
966,3510
967,26
968,2572
969,3874
970,2457
971,8904
972,1262
973,4658
974,466
975,3940
976,1608
977,5930
978,6821
979,2821
980,5203
981,649
982,1828
983,5136
984,5118
985,6701
986,3534
987,1802
988,1600
989,1478
990,3961
991,8874
992,8254
993,5644
994,1142
995,6231
996,892
997,6693
998,290
999,3768
1000,9936
1001,5409
1002,2656
1003,2924
1004,914
1005,7249
1006,7200
1007,5043
1008,5154
1009,590
1010,4378
1011,7728
1012,1642
1013,1741
1014,5309
1015,3021
1016,7501
1017,5014
1018,1996
1019,3854
1020,4840
1021,2755
1022,540
1023,5030
1024,7940
1025,2542
1026,8768
1027,4308
1028,8504
1029,403
1030,5386
1031,5435
1032,1273
1033,8824
1034,118
1035,6806
1036,3542
1037,5723
1038,619
1039,4822
1040,2732
1041,9562
1042,3756
1043,5845
1044,6626
1045,7212
1046,2653
1047,1961
1048,3799
1049,3357
1050,4395
1051,689
1052,6525
1053,175
1054,2425
1055,3578
1056,3269
1057,8489
1058,4133
1059,493
1060,919
1061,6262
1062,8702
1063,2808
1064,446
1065,6381
1066,5267
1067,1676
1068,6106
1069,6562
1070,275
1071,4315
1072,362
1073,2680
1074,4477
1075,4900
1076,9427
1077,4446
1078,4111
1079,1932
1080,5134
1081,9081
1082,1979
1083,4036
1084,7247
1085,8028
1086,787
1087,4909
1088,3313
1089,2265
1090,5912
1091,4258
1092,4216
1093,5490
1094,1595
1095,5611
1096,3518
1097,7376
1098,2815
1099,2941
1100,5492
1101,901
1102,4043
1103,3235
1104,6163
1105,3832
1106,2265
1107,5808
1108,2094
1109,64
1110,5794
1111,4813
1112,4228
1113,3544
1114,667
1115,5020
1116,485
1117,2129
1118,9260
1119,8212
1120,105
1121,1223
1122,5454
1123,1622
1124,2653
1125,4111
1126,2717
1127,2208
1128,8997
1129,1471
1130,7274
1131,7731
1132,7540
1133,302
1134,1708
1135,632
1136,6244
1137,2769
1138,5815
1139,6264
1140,1419
1141,7508
1142,3159
1143,8665
1144,7038
1145,4362
1146,759
1147,4603
1148,5223
1149,2383
1150,1295
1151,3162
1152,5982
1153,5522
1154,3462
1155,1912
1156,1399
1157,6647
1158,453
1159,6261
1160,1645
1161,4011
1162,344
1163,3059
1164,4013
1165,6562
1166,1707
1167,2732
1168,2829
1169,5549
1170,1500
1171,1124
1172,293
1173,2605
1174,1143
1175,3666
1176,2478
1177,2515
1178,188
1179,5364
1180,9272
1181,9176
1182,1076
1183,2316
1184,877
1185,5572
1186,3280
1187,3504
1188,6566
1189,1225
1190,441
1191,1678
1192,3184
1193,3861
1194,6023
1195,1469
1196,6576
1197,7581
1198,931
1199,869
1200,5343
1201,334
1202,1577
1203,2099
1204,909
1205,3468
1206,2691
1207,5937
1208,9789
1209,660
1210,367
1211,8785
1212,8451
1213,131
1214,3110
1215,1627
1216,3799
1217,5606
1218,9158
1219,5074
1220,872
1221,1613
1222,8521
1223,6734
1224,7157
1225,7069
1226,2619
1227,3450
1228,2823
1229,6061
1230,4027
1231,4659
1232,41
1233,8702
1234,5
1235,5217
1236,827
1237,6249
1238,3108
1239,776
1240,2132
1241,300
1242,409
1243,707
1244,4972
1245,1173
1246,272
1247,4247
1248,5801
1249,6647
1250,6989
1251,3218
1252,2382
1253,2484
1254,49
1255,1465
1256,7332
1257,1168
1258,5519
1259,2473
1260,1083
1261,7149
1262,6175
1263,6546
1264,3319
1265,1573
1266,357
1267,452
1268,3628
1269,1262
1270,5710
1271,8450
1272,2181
1273,4597
1274,4085
1275,1604
1276,3156
1277,4167
1278,4144
1279,424
1280,276
1281,4746
1282,7605
1283,9185
1284,705
1285,5726
1286,2033
1287,8901
1288,694
1289,2487
1290,9089
1291,2379
1292,63
1293,8725
1294,4677
1295,5954
1296,8741
1297,8181
1298,5615
1299,3977
1300,1377
1301,4487
1302,5008
1303,6759
1304,660
1305,7362
1306,1504
1307,658
1308,1575
1309,2980
1310,3928
1311,9234
1312,6195
1313,5032
1314,5757
1315,6952
1316,5214
1317,1678
1318,6468
1319,1366
1320,623
1321,6751
1322,6551
1323,8940
1324,3409
1325,7390
1326,5605
1327,3640
1328,6222
1329,1139
1330,5585
1331,3806
1332,2501
1333,4720
1334,72
1335,298
1336,4416
1337,2238
1338,5784
1339,6220
1340,6362
1341,1278
1342,807
1343,612
1344,2323
1345,2351
1346,4303
1347,1202
1348,1738
1349,4839
1350,6734
1351,1551
1352,4609
1353,2409
1354,778
1355,4646
1356,5705
1357,7564
1358,125
1359,337
1360,1114
1361,7992
1362,198
1363,5122
1364,3995
1365,7683
1366,1398
1367,6702
1368,3245
1369,8902
1370,3346
1371,516
1372,1557
1373,5970
1374,955
1375,543
1376,203
1377,3220
1378,2800
1379,1128
1380,1483
1381,2961
1382,557
1383,2701
1384,99
1385,6313
1386,2123
1387,2077
1388,2430
1389,4781
1390,3821
1391,1865
1392,6866
1393,1556
1394,3645
1395,2714
1396,3323
1397,8601
1398,8386
1399,1765
1400,1396
1401,10
1402,8738
1403,2000
1404,3022
1405,2231
1406,8619
1407,2215
1408,731
1409,7681
1410,3168
1411,9543
1412,177
1413,2833
1414,180
1415,967
1416,1511
1417,5814
1418,8708
1419,553
1420,5463
1421,6723
1422,178
1423,9137
1424,250
1425,2372
1426,4199
1427,6120
1428,3073
1429,9086
1430,165
1431,5727
1432,7230
1433,823
1434,6751
1435,716
1436,268
1437,663
1438,8082
1439,3791
1440,4899
1441,828
1442,936
1443,3209
1444,5204
1445,700
1446,2056
1447,5980
1448,2663
1449,3026
1450,1508
1451,163
1452,6797
1453,839
1454,4848
1455,1747
1456,134
1457,2216
1458,293
1459,1825
1460,6556
1461,1859
1462,3421
1463,1548
1464,3398
1465,3947
1466,15
1467,200
1468,7444
1469,606
1470,650
1471,7073
1472,4349
1473,3977
1474,3456
1475,1084
1476,2260
1477,226
1478,969
1479,5170
1480,4394
1481,1160
1482,1024
1483,8774
1484,1432
1485,5342
1486,2849
1487,610
1488,2110
1489,4195
1490,3004
1491,852
1492,5592
1493,4542
1494,606
1495,2182
1496,2165
1497,3554
1498,5549
1499,2144
1500,7173
1501,6774
1502,1118
1503,7142
1504,4161
1505,5233
1506,4049
1507,6133
1508,882
1509,2008
1510,2406
1511,7424
1512,2832
1513,6581
1514,7233
1515,7697
1516,3586
1517,2236
1518,3705
1519,2109
1520,5413
1521,7618
1522,989
1523,1513
1524,2327
1525,3236
1526,2489
1527,9794
1528,2365
1529,973
1530,42
1531,4026
1532,5237
1533,366
1534,6853
1535,3882
1536,6765
1537,232
1538,4317
1539,175
1540,7089
1541,54
1542,1413
1543,43
1544,215
1545,9009
1546,1653
1547,6409
1548,5531
1549,620
1550,7080
1551,190
1552,9158
1553,3956
1554,1719
1555,1026
1556,5732
1557,1150
1558,2882
1559,1039
1560,1500
1561,106
1562,1796
1563,2103
1564,187
1565,6851
1566,2143
1567,5036
1568,8768
1569,2742
1570,1219
1571,8462
1572,7528
1573,1277
1574,7122
1575,4015
1576,3189
1577,67
1578,305
1579,9030
1580,401
1581,982
1582,7713
1583,4706
1584,3938
1585,2673
1586,1913
1587,405
1588,3725
1589,4089
1590,3594
1591,4757
1592,888
1593,7409
1594,1074
1595,6137
1596,2654
1597,3500
1598,2960
1599,1249
1600,5586
1601,2258
1602,3236
1603,2674
1604,972
1605,669
1606,572
1607,1312
1608,4264
1609,8523
1610,656
1611,6431
1612,6180
1613,3485
1614,2850
1615,3116
1616,4149
1617,1214
1618,1850
1619,35
1620,6241
1621,9184
1622,7248
1623,4602
1624,2019
1625,1186
1626,7515
1627,1196
1628,1493
1629,4588
1630,8921
1631,6584
1632,7536
1633,6913
1634,5387
1635,1689
1636,2935
1637,6955
1638,3525
1639,29
1640,6076
1641,115
1642,8353
1643,8615
1644,2027
1645,5715
1646,2216
1647,7524
1648,550
1649,3749
1650,636
1651,7600
1652,8187
1653,746
1654,4919
1655,6001
1656,796
1657,9658
1658,7739
1659,2
1660,6201
1661,5672
1662,4563
1663,4615
1664,2950
1665,5674
1666,27
1667,2577
1668,8844
1669,4799
1670,2060
1671,6668
1672,2646
1673,4097
1674,6
1675,3080
1676,1832
1677,2154
1678,7327
1679,9190
1680,788
1681,2392
1682,5055
1683,4773
1684,944
1685,648
1686,3002
1687,2452
1688,7028
1689,3905
1690,2483
1691,8539
1692,7080
1693,2107
1694,2156
1695,2312
1696,2220
1697,172
1698,4606
1699,3699
1700,5630
1701,2945
1702,2143
1703,9623
1704,5568
1705,7012
1706,5818
1707,5261
1708,3067
1709,2066
1710,2289
1711,3072
1712,4244
1713,1131
1714,7275
1715,9036
1716,284
1717,3432
1718,773
1719,6869
1720,4893
1721,7139
1722,2097
1723,9787
1724,5302
1725,2806
1726,154
1727,5535
1728,5768
1729,4701
1730,264
1731,7560
1732,659
1733,7317
1734,2431
1735,1849
1736,1755
1737,4033
1738,3307
1739,6116
1740,2526
1741,476
1742,1516
1743,7013
1744,5041
1745,472
1746,1721
1747,149
1748,9679
1749,1837
1750,1227
1751,3751
1752,7069
1753,3
1754,3497
1755,1633
1756,2570
1757,467
1758,1451
1759,221
1760,5049
1761,3249
1762,7409
1763,3007
1764,91
1765,555
1766,2841
1767,8873
1768,1364
1769,7576
1770,5846
1771,6983
1772,31
1773,8759
1774,873
1775,7072
1776,8114
1777,952
1778,5778
1779,347
1780,7509
1781,3107
1782,5385
1783,6218
1784,3948
1785,4610
1786,5734
1787,4902
1788,5766
1789,3976
1790,245
1791,4370
1792,3183
1793,5298
1794,9913
1795,3498
1796,4402
1797,5819
1798,486
1799,5232
1800,4972
1801,3662
1802,1306
1803,8604
1804,3274
1805,1117
1806,3365
1807,2449
1808,2216
1809,8642
1810,2740
1811,3723
1812,6648
1813,1824
1814,2063
1815,1133
1816,7690
1817,5526
1818,4568
1819,4943
1820,5015
1821,660
1822,4429
1823,4583
1824,2996
1825,905
1826,5206
1827,1193
1828,4966
1829,8852
1830,3138
1831,424
1832,4608
1833,6929
1834,3777
1835,674
1836,1157
1837,4889
1838,4919
1839,7670
1840,255
1841,2386
1842,7827
1843,5828
1844,3306
1845,6352
1846,6559
1847,7808
1848,3404
1849,7165
1850,6989
1851,3995
1852,3436
1853,824
1854,1266
1855,3857
1856,1189
1857,2383
1858,459
1859,9546
1860,1820
1861,1625
1862,4683
1863,1681
1864,6629
1865,100
1866,4071
1867,9184
1868,3229
1869,5088
1870,1197
1871,6130
1872,3287
1873,5146
1874,3117
1875,3234
1876,4972
1877,3606
1878,3991
1879,4084
1880,4318
1881,2916
1882,5758
1883,6839
1884,3982
1885,3428
1886,396
1887,1902
1888,273
1889,6263
1890,6284
1891,623
1892,1999
1893,870
1894,6914
1895,9202
1896,4703
1897,3981
1898,6591
1899,7651
1900,879
1901,2725
1902,5344
1903,4172
1904,8907
1905,4174
1906,2369
1907,3364
1908,2845
1909,1195
1910,9382
1911,571
1912,4796
1913,6757
1914,3087
1915,2001
1916,6015
1917,6426
1918,3861
1919,7148
1920,7428
1921,3829
1922,1962
1923,4409
1924,3834
1925,1664
1926,4493
1927,338
1928,9727
1929,69
1930,4031
1931,1751
1932,72
1933,74
1934,527
1935,2875
1936,1396
1937,1348
1938,894
1939,3386
1940,1943
1941,318
1942,5795
1943,569
1944,5658
1945,162
1946,8547
1947,5386
1948,4101
1949,1631
1950,6346
1951,2999
1952,2826
1953,1702
1954,6248
1955,7383
1956,2157
1957,3256
1958,910
1959,431
1960,2229
1961,2593
1962,1040
1963,7964
1964,735
1965,5818
1966,9301
1967,279
1968,7164
1969,4723
1970,6990
1971,2751
1972,1633
1973,1109
1974,8688
1975,644
1976,6775
1977,9769
1978,2996
1979,1388
1980,6391
1981,2274
1982,21
1983,2145
1984,9433
1985,1008
1986,6185
1987,218
1988,7060
1989,208
1990,1236
1991,3976
1992,3115
1993,2804
1994,5911
1995,3664
1996,70
1997,1148
1998,94
1999,1958
2000,1148
2001,5942
2002,8608
2003,6808
2004,3824
2005,2560
2006,3187
2007,3560
2008,4071
2009,6550
2010,8101
2011,644
2012,1360
2013,6821
2014,2469
2015,6365
2016,3909
2017,767
2018,1342
2019,183
2020,3045
2021,1558
2022,1688
2023,2788
2024,4605
2025,167
2026,151
2027,154
2028,1867
2029,5491
2030,3955
2031,1649
2032,2506
2033,2477
2034,6463
2035,5114
2036,8398
2037,8633
2038,8551
2039,7757
2040,8331
2041,7272
2042,8757
2043,3714
2044,1799
2045,5357
2046,4585
2047,2647
2048,9628
2049,6289
2050,3828
2051,2206
2052,1375
2053,9406
2054,8612
2055,5154
2056,8177
2057,4566
2058,1421
2059,1093
2060,71
2061,3704
2062,2408
2063,9685
2064,3952
2065,5823
2066,5448
2067,3695
2068,7616
2069,885
2070,7225
2071,2853
2072,2442
2073,1012
2074,2779
2075,6282
2076,4972
2077,2747
2078,4572
2079,3557
2080,9172
2081,9170
2082,9312
2083,7325
2084,6556
2085,163
2086,2760
2087,48
2088,266
2089,2043
2090,3594
2091,564
2092,1113
2093,1561
2094,238
2095,4239
2096,9758
2097,3772
2098,6318
2099,3653
2100,7253
2101,260
2102,439
2103,629
2104,2703
2105,4313
2106,2920
2107,5741
2108,3266
2109,5088
2110,7533
2111,7151
2112,5522
2113,6890
2114,900
2115,7741
2116,1959
2117,5671
2118,6460
2119,4498
2120,14
2121,5853
2122,9344
2123,288
2124,2729
2125,1008
2126,6265
2127,2165
2128,5678
2129,2877
2130,2272
2131,8300
2132,5519
2133,1346
2134,3451
2135,6927
2136,5413
2137,4649
2138,8054
2139,3280
2140,214
2141,8852
2142,9158
2143,7883
2144,614
2145,3101
2146,3475
2147,1597
2148,9682
2149,1989
2150,2933
2151,834
2152,226
2153,7479
2154,545
2155,5634
2156,8128
2157,3628
2158,4511
2159,622
2160,2590
2161,568
2162,6247
2163,7827
2164,20
2165,7264
2166,7029
2167,9811
2168,9382
2169,153
2170,3628
2171,3132
2172,190
2173,3112
2174,951
2175,2660
2176,2807
2177,5952
2178,1780
2179,1893
2180,2534
2181,266
2182,900
2183,6764
2184,2042
2185,807
2186,4365
2187,2765
2188,4153
2189,2034
2190,1390
2191,4772
2192,1547
2193,5660
2194,3619
2195,6441
2196,6955
2197,7393
2198,3033
2199,4728
2200,7572
2201,681
2202,3519
2203,2005
2204,4814
2205,5211
2206,2016
2207,311
2208,1307
2209,5607
2210,49
2211,4894
2212,3137
2213,2437
2214,5765
2215,6255
2216,7800
2217,9739
2218,3007
2219,7085
2220,4280
2221,6930
2222,5174
2223,2473
2224,7444
2225,2042
2226,2274
2227,2225
2228,8725
2229,7231
2230,4
2231,6419
2232,2898
2233,2533
2234,2225
2235,445
2236,1820
2237,2289
2238,1427
2239,1892
2240,7548
2241,6213
2242,4107
2243,1161
2244,7914
2245,5278
2246,8046
2247,6238
2248,2499
2249,5415
2250,755
2251,5233
2252,2975
2253,2138
2254,5870
2255,5394
2256,4100
2257,5861
2258,2291
2259,25
2260,429
2261,929
2262,5642
2263,9794
2264,6572
2265,5827
2266,8197
2267,6225
2268,1924
2269,790
2270,9772
2271,7646
2272,3072
2273,3659
2274,2429
2275,3861
2276,5066
2277,2047
2278,8432
2279,4810
2280,4313
2281,3804
2282,6916
2283,463
2284,7827
2285,2638
2286,443
2287,5554
2288,4249
2289,1440
2290,2078
2291,76
2292,1184
2293,1406
2294,2844
2295,2515
2296,4357
2297,2037
2298,7764
2299,3053
2300,9686
2301,1959
2302,3175
2303,4860
2304,819
2305,4750
2306,2980
2307,6647
2308,4169
2309,2410
2310,9075
2311,7583
2312,9265
2313,6206
2314,1941
2315,7449
2316,568
2317,68
2318,3140
2319,3035
2320,7847
2321,1714
2322,713
2323,4291
2324,4856
2325,8136
2326,7654
2327,4036
2328,3907
2329,2477
2330,2311
2331,2758
2332,4073
2333,1796
2334,2622
2335,6530
2336,3883
2337,4120
2338,4774
2339,8641
2340,155
2341,3691
2342,8499
2343,928
2344,4753
2345,184
2346,3600
2347,3129
2348,308
2349,2634
2350,582
2351,5659
2352,721
2353,1696
2354,4057
2355,7824
2356,150
2357,318
2358,5134
2359,7870
2360,9740
2361,566
2362,1709
2363,6969
2364,7266
2365,1244
2366,3192
2367,4457
2368,5298
2369,908
2370,1414
2371,984
2372,1095
2373,7136
2374,9272
2375,5182
2376,4215
2377,4159
2378,7234
2379,4008
2380,3423
2381,1859
2382,9254
2383,7871
2384,251
2385,1211
2386,3547
2387,4765
2388,2863
2389,4496
2390,4460
2391,5221
2392,8596
2393,8704
2394,2276
2395,2010
2396,1058
2397,1565
2398,389
2399,848
2400,7878
2401,157
2402,7148
2403,3935
2404,846
2405,3097
2406,89
2407,1385
2408,1136
2409,4869
2410,4130
2411,1360
2412,5267
2413,160
2414,594
2415,143
2416,3040
2417,8844
2418,3044
2419,425
2420,2666
2421,547
2422,5711
2423,4717
2424,2046
2425,3011
2426,3393
2427,2987
2428,1098
2429,4595
2430,2648
2431,3855
2432,9873
2433,2798
2434,6513
2435,2870
2436,4584
2437,5267
2438,4204
2439,7403
2440,8137
2441,6435
2442,2024
2443,2984
2444,1174
2445,4199
2446,2441
2447,96
2448,4769
2449,2777
2450,4381
2451,6924
2452,811
2453,1607
2454,2949
2455,2566
2456,2381
2457,5834
2458,6709
2459,5588
2460,4874
2461,5315
2462,2566
2463,1876
2464,4275
2465,6996
2466,4078
2467,6239
2468,4038
2469,463
2470,1101
2471,6904
2472,8868
2473,5343
2474,6967
2475,8118
2476,2915
2477,2787
2478,5681
2479,6559
2480,5103
2481,1495
2482,776
2483,88
2484,4274
2485,2448
2486,716
2487,2644
2488,609
2489,2113
2490,1979
2491,6848
2492,3855
2493,2879
2494,8013
2495,2957
2496,3279
2497,6814
2498,617
2499,6360
2500,2946
2501,523
2502,1937
2503,2724
2504,5163
2505,4036
2506,6833
2507,3150
2508,398
2509,8132
2510,2304
2511,734
2512,7684
2513,3411
2514,5652
2515,5043
2516,333
2517,7297
2518,8316
2519,2810
2520,676
2521,6713
2522,5929
2523,5679
2524,5037
2525,3785
2526,5567
2527,1879
2528,146
2529,9287
2530,6648
2531,4814
2532,6629
2533,603
2534,577
2535,2018
2536,3780
2537,6853
2538,1756
2539,477
2540,469
2541,1489
2542,8788
2543,1975
2544,9042
2545,7435
2546,1805
2547,4014
2548,385
2549,6081
2550,5252
2551,5129
2552,7884
2553,189
2554,3604
2555,5822
2556,2496
2557,5003
2558,2783
2559,3497
2560,7684
2561,5845
2562,4129
2563,1669
2564,590
2565,5111
2566,818
2567,7798
2568,998
2569,2797
2570,3563
2571,3488
2572,5891
2573,2778
2574,492
2575,1027
2576,7197
2577,721
2578,5377
2579,2449
